,Probe_Id,ILMN_Gene
819,ILMN_1676091,LOC388275
820,ILMN_1692852,LOC650708
821,ILMN_1692824,ASPA
822,ILMN_1765651,LOC652408
823,ILMN_1674034,H2AFY
824,ILMN_1694504,C1ORF164
825,ILMN_2094786,VWA3B
826,ILMN_1815308,SDC1
827,ILMN_2260813,TSPYL2
828,ILMN_1743078,LOC643031
829,ILMN_1833197,HS.582587
830,ILMN_1685399,LOC642633
831,ILMN_1907544,HS.517692
832,ILMN_1803637,EPHA7
833,ILMN_2200880,ZNF367
834,ILMN_1669745,RAD54B
835,ILMN_1763386,BID
836,ILMN_1892923,HS.539215
837,ILMN_1850424,HS.560753
838,ILMN_1712784,LOC644421
839,ILMN_1831549,HS.583715
840,ILMN_2247360,POFUT1
841,ILMN_1818902,HS.561316
842,ILMN_1748736,LOC652258
843,ILMN_1838516,HS.571524
844,ILMN_1768286,LOC401351
845,ILMN_1677624,NXPH2
846,ILMN_1809433,XBP1
847,ILMN_1790741,RNF126
848,ILMN_1879449,HS.544657
849,ILMN_1696450,KLK1
850,ILMN_1788629,CCDC46
851,ILMN_1831142,HS.304046
852,ILMN_1807424,LOC646918
853,ILMN_2270100,C6ORF204
854,ILMN_1676907,SPAG8
855,ILMN_1874602,HS.582298
856,ILMN_1876078,HS.560199
857,ILMN_1665660,C11ORF17
858,ILMN_1656684,CCR3
859,ILMN_1800632,C7ORF20
860,ILMN_1693471,FLJ33790
861,ILMN_1798485,ATP6V1E1
862,ILMN_2367233,ZNF654
863,ILMN_2211583,KIAA1279
864,ILMN_2121958,OC90
865,ILMN_1761637,CNTD1
866,ILMN_1748481,TMEM199
867,ILMN_1686663,LOC644280
868,ILMN_1773735,FLJ44635
869,ILMN_2390859,NFKB2
870,ILMN_1781121,TWISTNB
871,ILMN_1747185,LOC648568
872,ILMN_1766762,DYNLRB1
873,ILMN_1714987,TRIM54
874,ILMN_2049343,LOC642947
875,ILMN_1834538,HS.299279
876,ILMN_1709032,FYCO1
877,ILMN_1876757,HS.494002
878,ILMN_2158713,IL1F9
879,ILMN_1842241,HS.571526
880,ILMN_1864238,HS.172577
881,ILMN_1726769,CNDP2
882,ILMN_2384152,EPS8L3
883,ILMN_1797554,ZNF189
884,ILMN_1916390,HS.35496
885,ILMN_1733756,COL12A1
886,ILMN_1660965,MGC24975
887,ILMN_1690907,CCR6
888,ILMN_2410826,OAS1
889,ILMN_1755033,C7ORF51
890,ILMN_2041788,PLS3
891,ILMN_1651286,GRHL1
892,ILMN_2274605,FRMPD2L1
893,ILMN_1652430,LOC642268
894,ILMN_1747730,NOTCH2NL
895,ILMN_2121774,ZG16
896,ILMN_1702199,FAM19A1
897,ILMN_1698445,PALM2
898,ILMN_1884404,HS.547180
899,ILMN_1666190,LOC645745
900,ILMN_2186369,NCOR1
901,ILMN_1654612,ZNF589
902,ILMN_2065773,SCG5
903,ILMN_1839701,HS.98173
904,ILMN_1773017,C14ORF73
905,ILMN_1673126,LOC652860
906,ILMN_2063584,CLIC4
907,ILMN_1741600,PFKFB1
908,ILMN_1908878,HS.542687
909,ILMN_1794063,ANKRD27
910,ILMN_1827357,HS.582545
911,ILMN_1709613,IGF1
912,ILMN_2059744,IL7
913,ILMN_1777725,LSM14B
914,ILMN_1744442,C20ORF121
915,ILMN_1884109,HS.374199
916,ILMN_1889731,HS.579239
917,ILMN_2339779,ATP6V1E1
918,ILMN_1866909,HS.147865
919,ILMN_1652357,PDHX
920,ILMN_1901974,HS.436046
921,ILMN_1914662,HS.145603
922,ILMN_1734010,C10ORF118
923,ILMN_2182198,ICT1
924,ILMN_2222992,ETF1
925,ILMN_2313158,MBNL1
926,ILMN_1807704,LOC338799
927,ILMN_1880402,HS.544263
928,ILMN_2046730,S100A10
929,ILMN_1777684,LOC93463
930,ILMN_1791144,PMS2L1
931,ILMN_2368856,KCNIP1
932,ILMN_1832593,HS.542348
933,ILMN_1733157,THSD1
934,ILMN_1656630,LOC644891
935,ILMN_1850721,HS.569684
936,ILMN_2219618,LOC90586
937,ILMN_2361862,VLDLR
938,ILMN_1803720,SLC16A5
939,ILMN_1691433,PIK3R1
940,ILMN_1764936,LOC648596
941,ILMN_1901285,HS.87586
942,ILMN_2343105,LIPT1
943,ILMN_1661076,WFDC10B
944,ILMN_1904986,HS.571519
945,ILMN_1672608,PPAP2B
946,ILMN_1874713,HS.563405
947,ILMN_1791525,LOC653047
948,ILMN_1716187,LOC652142
949,ILMN_1866602,HS.562608
950,ILMN_1661802,RAPGEF4
951,ILMN_1787885,NUDT18
952,ILMN_1824592,HS.123402
953,ILMN_1673844,LOC650251
954,ILMN_1752351,LAMP2
955,ILMN_1695960,LOC642278
956,ILMN_1654318,PTPN23
957,ILMN_2294989,FAM129B
958,ILMN_1708929,LOC400163
959,ILMN_1751395,KRI1
960,ILMN_1714577,OGDHL
961,ILMN_1797964,ARL6IP6
962,ILMN_2371169,ZYX
963,ILMN_1821139,HS.571344
964,ILMN_1663541,B4GALT7
965,ILMN_1874091,HS.583868
966,ILMN_1840003,HS.540340
967,ILMN_1782705,GAGE5
968,ILMN_1894057,HS.311208
969,ILMN_1834058,HS.376067
970,ILMN_1835915,HS.544271
971,ILMN_1685663,CYP24A1
972,ILMN_1819615,HS.540354
973,ILMN_1736584,MCF2L
974,ILMN_1728714,SSSCA1
975,ILMN_1852696,HS.518430
976,ILMN_1662165,LOC643641
977,ILMN_2273595,TEX11
978,ILMN_1849682,HS.211561
979,ILMN_1884712,HS.543946
980,ILMN_1665235,CRTAP
981,ILMN_1689702,STAR
982,ILMN_1775781,LOC652828
983,ILMN_1671398,NPAS3
984,ILMN_2249473,SPTLC1
985,ILMN_1758687,DDX39
986,ILMN_1871116,HS.559744
987,ILMN_1822217,HS.126414
988,ILMN_1653189,GTF2I
989,ILMN_1685796,CSDE1
990,ILMN_1777740,C8ORF55
991,ILMN_1916949,HS.463864
992,ILMN_2177965,RPS19BP1
993,ILMN_1658210,FLJ31818
994,ILMN_2173451,GPI
995,ILMN_1842444,HS.565126
996,ILMN_1652394,RAB2A
997,ILMN_2256359,HSZFP36
998,ILMN_1818859,HS.407666
999,ILMN_1696554,FLJ43276
1000,ILMN_1817220,HS.577207
1001,ILMN_1718646,MMP15
1002,ILMN_1780698,ZFYVE19
1003,ILMN_1784154,LOC651965
1004,ILMN_1716446,BCL10
1005,ILMN_1800716,LOC648791
1006,ILMN_2354211,RCC1
1007,ILMN_1833708,HS.564766
1008,ILMN_1690884,APOA1
1009,ILMN_1873389,HS.540034
1010,ILMN_2368576,UBA52
1011,ILMN_1798923,MYH1
1012,ILMN_1887575,HS.539214
1013,ILMN_1856662,HS.565532
1014,ILMN_1903086,LOC730926
1015,ILMN_1656369,C8ORF4
1016,ILMN_2118864,RAB1A
1017,ILMN_1773868,U2AF1L2
1018,ILMN_1865256,HS.544799
1019,ILMN_1766401,OR1M1
1020,ILMN_1728632,LCE3C
1021,ILMN_1708492,LOC285768
1022,ILMN_1834497,HS.121630
1023,ILMN_1908923,HS.554410
1024,ILMN_1680245,LOC648502
1025,ILMN_1871155,HS.131331
1026,ILMN_1654118,BCL2L1
1027,ILMN_1734353,GPX4
1028,ILMN_1859465,HS.545592
1029,ILMN_1774256,PRSS21
1030,ILMN_1753225,LOC653123
1031,ILMN_1699737,TRAP1
1032,ILMN_1773156,MRGPRX1
1033,ILMN_1858794,HS.238655
1034,ILMN_1838461,HS.543726
1035,ILMN_2189933,RPL36AL
1036,ILMN_1843133,HS.564158
1037,ILMN_2382500,MS4A14
1038,ILMN_1776216,TMEM32
1039,ILMN_1838791,C10ORF76
1040,ILMN_1872564,HS.133261
1041,ILMN_1783185,SOX21
1042,ILMN_1654427,LOC653217
1043,ILMN_1672157,PUS1
1044,ILMN_1748625,TCEAL4
1045,ILMN_1807181,BACH1
1046,ILMN_1853152,HS.552468
1047,ILMN_1897240,HS.147763
1048,ILMN_1756041,MED31
1049,ILMN_1726049,LOC649676
1050,ILMN_1758694,LOC654235
1051,ILMN_1679073,LOC647500
1052,ILMN_1663364,C8ORF30A
1053,ILMN_1856480,HS.19339
1054,ILMN_1814270,LY6D
1055,ILMN_2199768,SLITRK4
1056,ILMN_2149053,RIF1
1057,ILMN_2408450,UBE1DC1
1058,ILMN_1709907,B3GALT2
1059,ILMN_2226955,ECOP
1060,ILMN_2160124,C4ORF15
1061,ILMN_1733863,FAM100A
1062,ILMN_1733276,CYSLTR1
1063,ILMN_1703749,OR5T3
1064,ILMN_2172269,TMEM183B
1065,ILMN_1657475,GALT
1066,ILMN_1782488,RNASEH2B
1067,ILMN_1697118,ARMC6
1068,ILMN_1811507,LBH
1069,ILMN_1888925,HS.232535
1070,ILMN_1651316,CD69
1071,ILMN_1878999,HS.566795
1072,ILMN_1687612,PPARG
1073,ILMN_1744118,ASTN2
1074,ILMN_1836816,HS.582157
1075,ILMN_1691104,PGAM4
1076,ILMN_1886535,HS.130074
1077,ILMN_1904256,HS.576084
1078,ILMN_1815556,PRAP1
1079,ILMN_1835132,HS.281929
1080,ILMN_1782953,MMP19
1081,ILMN_1813911,HEXA
1082,ILMN_1910319,HS.540472
1083,ILMN_1688630,RECK
1084,ILMN_1813043,BHMT2
1085,ILMN_1654421,MPHOSPH9
1086,ILMN_1890521,HS.537944
1087,ILMN_1899787,HS.571586
1088,ILMN_1687864,POP5
1089,ILMN_1912078,HS.566881
1090,ILMN_1905710,HS.574007
1091,ILMN_1652719,TMCO5
1092,ILMN_1773681,CLCA3
1093,ILMN_1870089,HS.538708
1094,ILMN_1816675,HS.562841
1095,ILMN_1750079,PURB
1096,ILMN_1725534,ACTN4
1097,ILMN_1812915,TNFRSF10B
1098,ILMN_1815552,NTAN1
1099,ILMN_2400603,TIRAP
1100,ILMN_1738979,SPATA5
1101,ILMN_1705384,PPFIBP1
1102,ILMN_1740903,C7ORF49
1103,ILMN_1877005,HS.574704
1104,ILMN_1851894,HS.539347
1105,ILMN_1677357,CAPN10
1106,ILMN_1651285,BCL6B
1107,ILMN_1833080,HS.522004
1108,ILMN_1799011,CEP250
1109,ILMN_1663683,HEPH
1110,ILMN_1724424,PRRT2
1111,ILMN_1901574,HS.568646
1112,ILMN_1674541,KIRREL3
1113,ILMN_1681305,LOC649921
1114,ILMN_2100085,WDR47
1115,ILMN_2352380,TRPM2
1116,ILMN_1715165,LOC642130
1117,ILMN_1788774,TYR
1118,ILMN_1663932,TP53TG3
1119,ILMN_1879344,HS.571404
1120,ILMN_1760728,KIRREL2
1121,ILMN_1653794,C6ORF160
1122,ILMN_1789638,MFSD2
1123,ILMN_1715185,LOC732387
1124,ILMN_1895077,HS.538966
1125,ILMN_1752935,TMEM30B
1126,ILMN_1715702,LOC653171
1127,ILMN_1736757,GNPTAB
1128,ILMN_1692169,NAT5
1129,ILMN_1658254,LOC643403
1130,ILMN_1777721,MAPRE1
1131,ILMN_1755920,LOC158381
1132,ILMN_1736408,LOC441956
1133,ILMN_1802735,FFAR3
1134,ILMN_1822869,HS.584714
1135,ILMN_1711611,LOC653907
1136,ILMN_1792986,RFC1
1137,ILMN_1857301,HS.248159
1138,ILMN_1761176,GRIPAP1
1139,ILMN_1900202,HS.578021
1140,ILMN_1750049,LOC653441
1141,ILMN_1750181,TESC
1142,ILMN_1807651,LOC653596
1143,ILMN_1656724,OR14A16
1144,ILMN_1896560,HS.578482
1145,ILMN_1913569,HS.529249
1146,ILMN_1658962,LCP2
1147,ILMN_1701475,LOC126860
1148,ILMN_2365881,ATG16L1
1149,ILMN_1814241,LOC729758
1150,ILMN_1664920,C19ORF12
1151,ILMN_1699722,LOC646074
1152,ILMN_1781654,C10ORF93
1153,ILMN_1873631,HS.559789
1154,ILMN_1727977,LOC647210
1155,ILMN_1906169,HS.568554
1156,ILMN_1704216,LOC654209
1157,ILMN_2369682,HNRPA2B1
1158,ILMN_2091717,LOC651315
1159,ILMN_1782922,PDE4B
1160,ILMN_2179083,LOXL4
1161,ILMN_1724213,PAGE2
1162,ILMN_1709707,LOC647499
1163,ILMN_1745885,POLR2F
1164,ILMN_1829653,HS.565427
1165,ILMN_1724608,C21ORF125
1166,ILMN_2097421,MRPL51
1167,ILMN_1799770,LOC650399
1168,ILMN_1653708,CORO1B
1169,ILMN_2079890,G6PC
1170,ILMN_1910498,HS.509182
1171,ILMN_1873443,HS.550194
1172,ILMN_1699085,C8ORF16
1173,ILMN_1795454,CPSF6
1174,ILMN_2135306,KRTAP10-10
1175,ILMN_2186678,C6ORF211
1176,ILMN_1680284,ZNF681
1177,ILMN_1737003,CDIPT
1178,ILMN_1864512,HS.319053
1179,ILMN_2364600,PDE11A
1180,ILMN_1855198,HS.334275
1181,ILMN_1845261,HS.576748
1182,ILMN_2133360,LOC91561
1183,ILMN_2378952,GPX4
1184,ILMN_1903186,HS.12565
1185,ILMN_1773855,CPT1C
1186,ILMN_1699709,RFC5
1187,ILMN_2089656,C1ORF107
1188,ILMN_2376152,METT11D1
1189,ILMN_1651364,PCBD2
1190,ILMN_1779228,CDH2
1191,ILMN_1833069,HS.578916
1192,ILMN_2336902,TRIM34
1193,ILMN_1868058,HS.572123
1194,ILMN_1861874,HS.561108
1195,ILMN_1749607,LOC220998
1196,ILMN_1869942,HS.584040
1197,ILMN_1720266,LOC91431
1198,ILMN_1656378,NMT2
1199,ILMN_1907290,HS.580377
1200,ILMN_1862291,HS.137079
1201,ILMN_1826327,HS.541535
1202,ILMN_2209766,RHBDD1
1203,ILMN_1665435,GPER
1204,ILMN_1709227,CCDC84
1205,ILMN_1912567,HS.361403
1206,ILMN_1862516,HS.213081
1207,ILMN_1723414,HACL1
1208,ILMN_1743526,LOC647149
1209,ILMN_2043306,EPB41L5
1210,ILMN_2170930,STRC
1211,ILMN_2366714,UCRC
1212,ILMN_1793672,SIX5
1213,ILMN_1704070,BCL10
1214,ILMN_1914770,HS.580572
1215,ILMN_2274199,SUPT3H
1216,ILMN_1696085,LOC645527
1217,ILMN_1685679,RNF146
1218,ILMN_2064902,HAND2
1219,ILMN_1870033,HS.565185
1220,ILMN_1843640,HS.568805
1221,ILMN_2370241,TEX11
1222,ILMN_1716492,LOC644162
1223,ILMN_1915698,HS.538134
1224,ILMN_1815345,EIF3J
1225,ILMN_1832033,HS.519750
1226,ILMN_2139816,GPSM2
1227,ILMN_1819597,HS.147829
1228,ILMN_1825796,HS.564642
1229,ILMN_1768751,MTA3
1230,ILMN_1730765,DUSP22
1231,ILMN_2052373,RAB17
1232,ILMN_2264634,UTY
1233,ILMN_1689342,NUBP1
1234,ILMN_1869076,HS.334073
1235,ILMN_1728435,C12ORF45
1236,ILMN_1871451,HS.540466
1237,ILMN_1702371,BMPER
1238,ILMN_1788356,C11ORF17
1239,ILMN_1666316,C6ORF103
1240,ILMN_1842967,HS.409982
1241,ILMN_1711573,CD96
1242,ILMN_1770556,SLC26A10
1243,ILMN_1788156,EPM2A
1244,ILMN_1899346,HS.574298
1245,ILMN_1670008,FLCN
1246,ILMN_1873793,HS.362932
1247,ILMN_2313434,TCP1
1248,ILMN_1813572,IL16
1249,ILMN_1667372,LOC650517
1250,ILMN_1710322,MCHR2
1251,ILMN_1663149,SRP54
1252,ILMN_1698148,CHD5
1253,ILMN_1810567,LOC642558
1254,ILMN_1747183,GLT8D3
1255,ILMN_1706186,C12ORF53
1256,ILMN_1670912,ACVR2A
1257,ILMN_1754415,LOC654133
1258,ILMN_1839793,HS.224854
1259,ILMN_1718988,DAZAP2
1260,ILMN_2360307,SUSD4
1261,ILMN_1765165,VPS13B
1262,ILMN_1844639,HS.582073
1263,ILMN_2299737,BBS5
1264,ILMN_2415617,C10ORF72
1265,ILMN_1745398,PCDH15
1266,ILMN_2078334,CNOT10
1267,ILMN_1814657,TFAP4
1268,ILMN_1708174,GGA1
1269,ILMN_1807825,LY86
1270,ILMN_1812281,ARG1
1271,ILMN_2149815,CYP2F1
1272,ILMN_1664537,USP11
1273,ILMN_1707686,LOC646713
1274,ILMN_1714327,SETD1A
1275,ILMN_1787480,LOC645363
1276,ILMN_1887049,HS.245559
1277,ILMN_1741204,KLHDC2
1278,ILMN_1699491,DMRTA2
1279,ILMN_1727833,KIF19
1280,ILMN_2113490,NTN4
1281,ILMN_1782441,CDKL2
1282,ILMN_2081863,NDUFB4
1283,ILMN_1750625,RSPO4
1284,ILMN_1658719,LOC644952
1285,ILMN_1661399,LOC649604
1286,ILMN_1670166,LOC644058
1287,ILMN_1663975,CNNM2
1288,ILMN_1724495,SESTD1
1289,ILMN_1768480,VGLL4
1290,ILMN_2364131,C20ORF121
1291,ILMN_1660440,FAM108B1
1292,ILMN_1756959,SLIT1
1293,ILMN_1810797,WASF3
1294,ILMN_1653166,CLEC10A
1295,ILMN_2229379,KIT
1296,ILMN_1861767,HS.129964
1297,ILMN_1749448,GLMN
1298,ILMN_1686380,SYPL1
1299,ILMN_1871732,HS.309707
1300,ILMN_2181593,MAGEA1
1301,ILMN_1888468,HS.509152
1302,ILMN_2383489,CDK5RAP3
1303,ILMN_1780566,LOC643684
1304,ILMN_1728047,AKR1A1
1305,ILMN_1866043,HS.179115
1306,ILMN_2322131,CLEC4M
1307,ILMN_1656427,C17ORF39
1308,ILMN_1704904,MGAT4C
1309,ILMN_1834854,HS.125477
1310,ILMN_1683497,LOC345643
1311,ILMN_1770206,GEMIN4
1312,ILMN_1653274,NUDT10
1313,ILMN_1683761,CXORF48
1314,ILMN_2280911,VPS41
1315,ILMN_1709975,EDA
1316,ILMN_1685008,LOC389830
1317,ILMN_1669931,TM9SF3
1318,ILMN_1868394,HS.545024
1319,ILMN_1806249,IL1RN
1320,ILMN_2293529,AKAP7
1321,ILMN_1712461,CBLN1
1322,ILMN_1824554,HS.204736
1323,ILMN_1701624,FLJ40113
1324,ILMN_1666175,IL22RA1
1325,ILMN_1693411,ZDHHC11
1326,ILMN_1657860,C1ORF151
1327,ILMN_1656011,RGS1
1328,ILMN_1831380,HS.116474
1329,ILMN_1823207,HS.504036
1330,ILMN_1801913,PPIH
1331,ILMN_2063168,MALL
1332,ILMN_1893228,HS.123278
1333,ILMN_2065606,TOMM40L
1334,ILMN_1725834,FAM90A6P
1335,ILMN_1768071,C2ORF50
1336,ILMN_1907700,HS.544609
1337,ILMN_1770767,LOC647707
1338,ILMN_1739428,IFIT2
1339,ILMN_1653001,CABLES1
1340,ILMN_2377900,MAP1B
1341,ILMN_1830301,HS.539523
1342,ILMN_1735180,NCSTN
1343,ILMN_1708957,MYBPC1
1344,ILMN_1679295,ARL5C
1345,ILMN_1865604,HS.253267
1346,ILMN_1721504,LOC650087
1347,ILMN_1707350,TUSC1
1348,ILMN_1716448,OR10A3
1349,ILMN_1812570,SHC1
1350,ILMN_2263333,RXRG
1351,ILMN_1755318,HIST1H2AJ
1352,ILMN_1871229,HS.538217
1353,ILMN_2364384,PPARG
1354,ILMN_1872028,HS.495200
1355,ILMN_2209260,KRTAP1-3
1356,ILMN_1813881,APOBEC1
1357,ILMN_1749177,LOC401087
1358,ILMN_1790227,IGFL2
1359,ILMN_1655605,LOC727987
1360,ILMN_1916532,HS.570410
1361,ILMN_1701783,DCT
1362,ILMN_2072603,MRPL14
1363,ILMN_1722916,LOC340094
1364,ILMN_2160727,PSCD3
1365,ILMN_1721901,CTNNAL1
1366,ILMN_1912881,HS.581365
1367,ILMN_1917316,HS.541710
1368,ILMN_1886047,HS.540653
1369,ILMN_2127451,LOC401589
1370,ILMN_2392747,SPO11
1371,ILMN_1718884,MACF1
1372,ILMN_1703688,RASA2
1373,ILMN_1825470,HS.534973
1374,ILMN_1673944,MANBAL
1375,ILMN_1747016,CEP55
1376,ILMN_1810780,LOC642149
1377,ILMN_2412384,CCNE2
1378,ILMN_1897777,HS.576488
1379,ILMN_1687391,C3ORF35
1380,ILMN_1724352,SV2C
1381,ILMN_1735552,KIF1B
1382,ILMN_1672623,LOC650990
1383,ILMN_2362902,RASSF5
1384,ILMN_2128428,DAB2
1385,ILMN_1741841,KIAA1429
1386,ILMN_1769751,PIGG
1387,ILMN_1893939,HS.566937
1388,ILMN_1815977,HS.562352
1389,ILMN_1656638,BHMT
1390,ILMN_1881355,HS.570090
1391,ILMN_1810639,REXO1L1
1392,ILMN_1724315,LMTK2
1393,ILMN_1857793,HS.550287
1394,ILMN_1676868,RAB37
1395,ILMN_1660451,STARD13
1396,ILMN_1732313,LOC647195
1397,ILMN_1800575,LOC649260
1398,ILMN_1666665,COL23A1
1399,ILMN_1688104,TRDMT1
1400,ILMN_2368971,PSMD12
1401,ILMN_1729992,LOC652290
1402,ILMN_1814790,SHANK2
1403,ILMN_1713146,LOC729837
1404,ILMN_1665855,CFHR4
1405,ILMN_2352009,ACADVL
1406,ILMN_1735484,LOC644623
1407,ILMN_1817168,HS.556708
1408,ILMN_1658155,LOC643813
1409,ILMN_1727589,SULT2B1
1410,ILMN_1845062,HS.579967
1411,ILMN_1904415,HS.565744
1412,ILMN_1736077,LIAS
1413,ILMN_1737695,PDGFB
1414,ILMN_1711374,ADAM11
1415,ILMN_1671295,CCDC3
1416,ILMN_1754970,LOC648496
1417,ILMN_1728002,LOC653387
1418,ILMN_1683986,TCF7
1419,ILMN_1664466,KLHL9
1420,ILMN_1878830,HS.583641
1421,ILMN_1690200,OR4F4
1422,ILMN_1815169,MCM5
1423,ILMN_1797046,MTHFSD
1424,ILMN_2284181,UGP2
1425,ILMN_1746492,RABL4
1426,ILMN_1707553,FAM59A
1427,ILMN_1689936,LOC651586
1428,ILMN_1651369,LOC652300
1429,ILMN_1903984,HS.541166
1430,ILMN_1701765,LOC646677
1431,ILMN_1703703,LOC255649
1432,ILMN_1887410,HS.542713
1433,ILMN_1860777,HS.112954
1434,ILMN_1657041,LOC645165
1435,ILMN_2402131,TAF15
1436,ILMN_1725947,LOC647123
1437,ILMN_1903872,HS.477963
1438,ILMN_1831542,HS.573554
1439,ILMN_2307025,CPNE1
1440,ILMN_1837424,HS.547492
1441,ILMN_1759612,LOC652869
1442,ILMN_1776850,ITGB1BP3
1443,ILMN_1737662,BARHL1
1444,ILMN_1819271,HS.583694
1445,ILMN_1673793,SUNC1
1446,ILMN_2398847,ARHGAP17
1447,ILMN_1890021,HS.533278
1448,ILMN_1767369,LOC646585
1449,ILMN_1683933,SERPINA9
1450,ILMN_1740744,PRAME
1451,ILMN_1828245,HS.542149
1452,ILMN_1664919,KCNK9
1453,ILMN_1774109,LOC391037
1454,ILMN_1826823,HS.544122
1455,ILMN_2374340,PLAUR
1456,ILMN_2064132,NANP
1457,ILMN_1851771,HS.417966
1458,ILMN_1668946,USH1C
1459,ILMN_1674265,AVIL
1460,ILMN_1809511,GRINL1A
1461,ILMN_1833691,HS.214174
1462,ILMN_1758629,DONSON
1463,ILMN_1742520,STK16
1464,ILMN_1833530,HS.528201
1465,ILMN_1894511,HS.544289
1466,ILMN_1671871,ITGB1BP2
1467,ILMN_1795739,MPZL3
1468,ILMN_2350240,GTF2I
1469,ILMN_1916731,HS.540797
1470,ILMN_1701919,LOC652647
1471,ILMN_2380946,EIF4G2
1472,ILMN_1903834,HS.565054
1473,ILMN_1869497,HS.334018
1474,ILMN_2318932,DUSP27
1475,ILMN_1873116,HS.566735
1476,ILMN_1811433,RPL8
1477,ILMN_1670948,TSR2
1478,ILMN_1703273,UACA
1479,ILMN_1834820,HS.553890
1480,ILMN_1740613,LOC643501
1481,ILMN_1667977,TAF1B
1482,ILMN_1781390,FGF17
1483,ILMN_1759252,ADD1
1484,ILMN_2286253,COL11A1
1485,ILMN_1851363,HS.308171
1486,ILMN_1854008,HS.58068
1487,ILMN_1722302,ZNF553
1488,ILMN_1667204,LOC646178
1489,ILMN_1755199,LOC645151
1490,ILMN_1737574,LOC648605
1491,ILMN_2145997,SP4
1492,ILMN_1739893,LOC653394
1493,ILMN_1810528,LOC652213
1494,ILMN_1819939,HS.582914
1495,ILMN_1849477,HS.397803
1496,ILMN_1694818,LOC402096
1497,ILMN_1665838,SLC25A24
1498,ILMN_1886789,HS.508885
1499,ILMN_1706775,GCK
1500,ILMN_1756130,LOC647856
1501,ILMN_1673147,LOC650058
1502,ILMN_1778507,LOC400986
1503,ILMN_2224143,MCM3
1504,ILMN_1826520,HS.545277
1505,ILMN_1774027,ZNF37A
1506,ILMN_1687275,JUB
1507,ILMN_1780299,LOC92154
1508,ILMN_1862424,HS.564673
1509,ILMN_1782377,LOC440354
1510,ILMN_1743677,HNRNPU
1511,ILMN_1759883,SRP9
1512,ILMN_1667166,LOC642134
1513,ILMN_2386040,MYO19
1514,ILMN_1868903,HS.391802
1515,ILMN_1787897,CXCL1
1516,ILMN_1731064,CABC1
1517,ILMN_1776102,PSMD10
1518,ILMN_1884515,HS.563567
1519,ILMN_1655827,COPS2
1520,ILMN_1728225,KIAA1524
1521,ILMN_1902247,HS.543210
1522,ILMN_1695972,CCDC89
1523,ILMN_1840922,HS.561223
1524,ILMN_1815445,IDS
1525,ILMN_2381286,DMD
1526,ILMN_1653376,KIAA1946
1527,ILMN_2380688,B4GALT4
1528,ILMN_1855489,HS.551093
1529,ILMN_2104929,C21ORF70
1530,ILMN_1905197,HS.540678
1531,ILMN_1680134,CARM1
1532,ILMN_1693352,MRPL20
1533,ILMN_1906148,HS.444493
1534,ILMN_1704579,ABCA13
1535,ILMN_1704094,PSMA6
1536,ILMN_1812043,LOC642570
1537,ILMN_1658425,DAG1
1538,ILMN_1693071,FAM92B
1539,ILMN_1735930,KLF2
1540,ILMN_1659273,LOC441408
1541,ILMN_1815679,LOC131873
1542,ILMN_1839473,HS.579812
1543,ILMN_1726636,HECTD2
1544,ILMN_1728711,RGS3
1545,ILMN_1716238,PSG6
1546,ILMN_2245627,DRGX
1547,ILMN_2376625,VHL
1548,ILMN_1720233,CCDC49
1549,ILMN_1819251,HS.563042
1550,ILMN_1874519,HS.569495
1551,ILMN_1850338,HS.551074
1552,ILMN_1811858,LOC644802
1553,ILMN_2096737,ZNF567
1554,ILMN_1838301,LOC728145
1555,ILMN_1762741,GTDC1
1556,ILMN_1844290,HS.568951
1557,ILMN_1860678,HS.509375
1558,ILMN_1722738,ROGDI
1559,ILMN_1853691,HS.128620
1560,ILMN_1904508,HS.568451
1561,ILMN_1669427,LOC442206
1562,ILMN_1804445,ATF7IP2
1563,ILMN_1754077,EYA2
1564,ILMN_2300396,COMMD5
1565,ILMN_1739263,LOC643284
1566,ILMN_1792812,TMC1
1567,ILMN_2088437,CX3CR1
1568,ILMN_2228780,SLC5A11
1569,ILMN_1681837,POLR3A
1570,ILMN_1704204,LOC642204
1571,ILMN_1693223,LOC642520
1572,ILMN_1677166,LOC442382
1573,ILMN_1791141,LOC648245
1574,ILMN_1713884,C16ORF42
1575,ILMN_1834032,HS.568956
1576,ILMN_1917247,HS.547704
1577,ILMN_1696494,CMTM6
1578,ILMN_1699525,SRI
1579,ILMN_1666823,KRTAP23-1
1580,ILMN_1696497,KIAA1641
1581,ILMN_2407235,LOC402057
1582,ILMN_1686454,TIFA
1583,ILMN_1850881,HS.567029
1584,ILMN_1818401,HS.561880
1585,ILMN_1791933,CCDC82
1586,ILMN_1662956,LOC642164
1587,ILMN_1817890,HS.565749
1588,ILMN_1721067,WISP1
1589,ILMN_2251114,Sep-04
1590,ILMN_1693981,SH3TC2
1591,ILMN_1848753,HS.115881
1592,ILMN_1679754,ADRA1B
1593,ILMN_1651943,ANK3
1594,ILMN_1694917,SERPINB11
1595,ILMN_2287296,SYF2
1596,ILMN_1742578,MKLN1
1597,ILMN_1804668,RBMXL2
1598,ILMN_1741960,DGKG
1599,ILMN_1916488,HS.564219
1600,ILMN_1721430,LOC387790
1601,ILMN_1904283,HS.333327
1602,ILMN_1729142,PRR6
1603,ILMN_1891845,HS.545342
1604,ILMN_1713655,LOC650274
